iter,sigma,best_value
1,0.9323028141504061,86491334989.63162
2,0.8810065613513892,86491334989.63162
3,0.9367300410261908,84836170079.67944
4,1.0422277074913353,83264637710.8896
5,1.2021201215018622,82356251311.58363
6,1.3594601881824107,80093905980.7653
7,1.5728915048879692,77623978467.37228
8,1.7225885325576693,76834959661.61818
9,2.1580893343598824,72471438620.49231
10,2.6465012581714324,69628647672.5132
11,3.235034981567619,62966828892.50618
12,4.2077499005432175,58730046144.84897
13,5.349742387749736,49222588155.057915
14,6.845247074299762,46764383113.62851
15,8.501365382071379,39097415067.94705
16,9.72613659925958,36971440095.654236
17,11.5646541175838,28630767178.213734
18,14.47864077979026,19416939366.6396
19,17.431148024889197,13682466097.354439
20,19.677829751389943,13682466097.354439
21,20.627884456057618,12636731340.345655
22,21.471370010444907,9874573975.742239
23,23.255254898619118,4903328524.813368
24,26.9042795597858,4841741603.683037
25,28.331876780637067,4841741603.683037
26,30.863887460337054,4841741603.683037
27,31.65608524969052,1373880318.4705148
28,31.086454871359482,1373880318.4705148
29,30.423681933615367,1373880318.4705148
30,30.347191527606018,342382115.7173943
31,28.098912849848173,342382115.7173943
32,27.80934923059112,102545843.4311012
33,27.090137464405984,102545843.4311012
34,26.03756904980854,49564833.75450741
35,25.12302106564714,49564833.75450741
36,24.350166022135237,49564833.75450741
37,22.534436827403564,49564833.75450741
38,21.66401714906397,49564833.75450741
39,20.796804599432757,49564833.75450741
40,19.464576163198032,49564833.75450741
41,20.505086610290647,49564833.75450741
42,20.71322358574599,30839538.564506613
43,21.337032010300945,9930657.978919545
44,19.970735206514817,9930657.978919545
45,19.07492594739426,9930657.978919545
46,18.362512151840935,9930657.978919545
47,17.279483170974416,9930657.978919545
48,16.06290446618285,9930657.978919545
49,14.842397915613395,9930657.978919545
50,14.54158564086945,9930657.978919545
51,13.172638113075424,9930657.978919545
52,11.952666883581044,2508061.1034821304
53,11.622311931946268,2508061.1034821304
54,11.028626314348516,2508061.1034821304
55,10.039828032981971,2508061.1034821304
56,8.887365698829615,425757.04213539086
57,8.318329899807148,425757.04213539086
58,8.171604784434429,425757.04213539086
59,8.360017714603936,425757.04213539086
60,7.665316872102339,425757.04213539086
61,6.950166590257381,425757.04213539086
62,6.9350808368347625,425757.04213539086
63,6.188831907371597,425757.04213539086
64,5.61527977348489,308075.6786494329
65,5.217080741749205,127420.50549198742
66,5.030972397560485,127420.50549198742
67,5.2482727122043675,127420.50549198742
68,5.255871016030382,127420.50549198742
69,4.985351131048119,127420.50549198742
70,4.544075168469517,127420.50549198742
71,4.411740859779204,127420.50549198742
72,4.03354824278799,127420.50549198742
73,3.622160801141183,108658.58582891422
74,3.2174885119581647,85280.41238905475
75,3.0586920567315543,85280.41238905475
76,2.9238452263331354,77452.88018362047
77,2.7339284541381246,53065.25543323305
78,2.305170786176607,53065.25543323305
79,2.210904800029078,53065.25543323305
80,2.124726071666808,53065.25543323305
81,2.025413461782278,46182.14661786494
82,1.8547016114937658,10615.195581346044
83,1.8680129578054363,10615.195581346044
84,1.7914325858845028,10615.195581346044
85,1.7832369664606351,10615.195581346044
86,1.7218347072627789,10615.195581346044
87,1.6268950259642008,10615.195581346044
88,1.4733822630106257,10615.195581346044
89,1.3895222854456222,10615.195581346044
90,1.3642228520806783,10615.195581346044
91,1.3235211245369618,10615.195581346044
92,1.216586347832893,10615.195581346044
93,1.2252581082312783,10615.195581346044
