iter,sigma,best_value
1,0.93268678839473,98989.06096813333
2,0.9189644666429092,98989.06096813333
3,0.9269280775639325,98573.87905058276
4,1.0188846220740346,97453.17837872138
5,1.174692282361476,96690.63947484702
6,1.3584030288048614,95702.5840943229
7,1.6333504348210108,94265.26120822965
8,1.849494655334852,93501.89259256325
9,2.2986032892755057,90193.03290232115
10,2.796053492533296,87807.69176184625
11,3.4305286418313194,84527.25049274664
12,4.612380717506826,80007.36779445161
13,5.9845878701026365,74420.01180361667
14,7.665315461932536,72560.49969875024
15,9.321918582635625,63246.02733683981
16,10.81694657369182,63246.02733683981
17,12.82661967029404,56767.746017447775
18,16.521939888081313,39208.91516332303
19,20.600935710912513,31940.159289870615
20,24.13215286027376,29642.668710498554
21,27.13472178262337,21525.578703675415
22,30.24497208768797,11806.767297185097
23,36.41915735631038,11806.767297185097
24,42.166592358911224,10100.915623117668
25,45.713521299552205,10100.915623117668
26,48.018971356511734,10100.915623117668
27,46.840380144128595,10100.915623117668
28,43.66394171994012,10100.915623117668
29,39.67062243299742,10034.39788538527
30,35.0438955205904,6252.4153954411995
31,31.671766816280055,3679.129013723677
32,27.75031377240275,3679.129013723677
33,26.13664659860741,3225.0792536392305
34,22.98995592978345,3225.0792536392305
35,20.596751418065757,2289.964336462321
36,19.329873921713563,1893.9542632627422
37,18.509314134696226,1343.409355965026
38,16.50287365482943,1243.4423191710928
39,15.229616330292993,1112.450419646701
40,14.343650029845591,1112.450419646701
41,13.700684854016618,957.2379742854852
42,12.450329270539088,806.9599579073348
43,11.624403523477802,739.155339297123
44,10.499188767805714,408.2678639969542
45,9.728337726481312,408.2678639969542
46,9.065343187705112,408.2678639969542
47,8.720358510291838,239.2132958161308
48,8.542673432845252,239.2132958161308
49,8.385130274653159,239.2132958161308
50,7.502617080395033,239.2132958161308
51,6.666043877297371,239.2132958161308
52,6.31047319927961,168.31582651835484
53,6.255085203453046,168.31582651835484
54,6.114886043252135,168.31582651835484
55,5.329417946494803,168.31582651835484
56,4.6627280195540735,168.31582651835484
57,4.149803492562076,168.31582651835484
58,3.938018584079739,168.31582651835484
59,3.6291042528782214,168.31582651835484
60,3.227800953966933,144.01597954291685
61,2.8511516223498914,124.8375828093315
62,2.7404272483925065,103.61894362035603
63,2.6291352146337252,103.61894362035603
64,2.6411125660857304,96.57769926595655
65,2.5545532629896326,96.57769926595655
66,2.4679220533555415,96.57769926595655
67,2.339760373707189,96.57769926595655
68,2.3200537269538146,96.57769926595655
69,2.271693666203896,95.8711908238289
70,2.2641089605076274,95.8711908238289
71,2.076653641760754,89.66801277723876
72,1.9789079295276963,89.66801277723876
73,1.8066636868944448,89.66801277723876
74,1.741174135670801,83.20950031997364
75,1.704220371589229,83.20950031997364
76,1.673581679510783,83.20950031997364
77,1.7127101031684124,83.20950031997364
78,1.6045826930579385,68.80363758343414
79,1.6081873868522687,68.80363758343414
80,1.5053356450789162,62.846137312443275
81,1.5523877337163894,53.6360864292124
82,1.5140790026250779,53.6360864292124
83,1.3793674431051937,53.6360864292124
84,1.3595639881593935,53.6360864292124
85,1.2538771981662449,53.6360864292124
86,1.3102091486911165,53.6360864292124
